airport_ident,length_ft,width_ft,closed,le_ident,he_ident
SNSG,4265.0,98.0,0,17,35
SNSH,4921.0,98.0,0,9,27
SNSI,2625.0,59.0,0,4,22
SNSJ,2625.0,59.0,0,6,24
SNSL,2953.0,59.0,0,07,25
SNSM,6102.0,82.0,0,09,27
SNSN,3937.0,66.0,0,6,24
SNSO,3018.0,75.0,0,2,20
SNSP,62.0,62.0,0,2,29
SNSQ,62.0,62.0,0,3,12
SNSR,3609.0,98.0,0,3,21
SNSS,4856.0,98.0,0,18,36
SNST,3937.0,66.0,0,17,35
SNSU,3543.0,75.0,0,11,29
SNSV,3609.0,131.0,0,1,19
SNSW,3609.0,98.0,0,6,24
SNSX,2789.0,131.0,0,7,25
SNSY,2625.0,98.0,0,6,24
SNSZ,3281.0,98.0,0,17,35
SNTA,3609.0,66.0,0,10,28
SNTB,3445.0,66.0,0,9,27
SNTC,2690.0,59.0,0,16,34
SNTD,4364.0,75.0,0,9,27
SNTE,74.0,74.0,0,H1,H1
SNTF,4790.0,98.0,0,11,29
SNTG,3445.0,66.0,0,1,19
SNTH,64.0,64.0,0,H1,H1
SNTI,4987.0,98.0,0,9,27
SNTJ,1969.0,59.0,0,18,36
SNTK,2625.0,59.0,0,03,21
SNTK,3281.0,75.0,1,3Z,21Z
SNTL,2592.0,66.0,0,10,28
SNTM,3281.0,98.0,0,1,19
SNTO,3904.0,75.0,0,11,29
SNTP,4265.0,66.0,0,13,31
SNTQ,5249.0,95.0,0,11,29
SNTR,4068.0,82.0,0,10,28
SNTS,5249.0,98.0,0,12,30
SNTT,4921.0,98.0,0,9,27
SNTU,1969.0,98.0,0,9,27
SNTV,4921.0,82.0,0,14,32
SNTW,2625.0,98.0,0,11,29
SNTX,2198.0,59.0,0,15,33
SNTY,3740.0,82.0,0,12,30
SNTZ,59.0,59.0,0,25,34
SNUB,3543.0,75.0,0,16,34
SNUC,4921.0,52.0,0,11,29
SNUD,3937.0,131.0,0,11,29
SNUF,3281.0,98.0,0,2,20
SNUG,2625.0,59.0,0,11,29
SNUH,3658.0,98.0,0,7,25
SNUI,3937.0,98.0,0,8,26
SNUJ,3445.0,66.0,0,11,29
SNUK,3215.0,59.0,0,6,24
SNUL,3281.0,66.0,0,4,22
SNUM,3445.0,66.0,0,12,30
SNUN,3871.0,98.0,0,17,35
SNUP,2625.0,98.0,0,13,31
SNUQ,69.0,69.0,0,8,33
SNUS,2133.0,66.0,0,3,21
SNUT,4659.0,66.0,0,6,24
SNUU,3937.0,82.0,0,15,33
SNUW,3445.0,66.0,0,16,34
SNUX,3281.0,66.0,0,11,29
SNUY,2625.0,66.0,0,6,24
SNUZ,2953.0,66.0,0,17,35
SNVA,4035.0,98.0,0,1,19
SNVB,5906.0,98.0,0,4,22
SNVC,2953.0,98.0,0,17,35
SNVD,3937.0,98.0,0,10,28
SNVF,59.0,59.0,0,18,27
SNVG,3937.0,98.0,0,10,28
SNVH,2953.0,66.0,0,18,36
SNVI,4593.0,98.0,0,3,21
SNVJ,2953.0,66.0,0,15,33
SNVK,3445.0,164.0,0,5,23
SNVL,3773.0,66.0,0,5,23
SNVM,3445.0,164.0,0,8,26
SNVN,2625.0,148.0,0,8,26
SNVO,3281.0,131.0,0,16,34
SNVP,3937.0,131.0,0,2,20
SNVQ,3281.0,115.0,0,17,35
SNVR,4265.0,98.0,0,8,26
SNVS,5249.0,98.0,0,6,24
SNVT,69.0,69.0,0,33,
SNVU,1640.0,59.0,0,09,27
SNVV,3281.0,66.0,0,11,29
SNVW,2887.0,59.0,0,17,35
SNVX,66.0,66.0,0,17,
SNVY,3281.0,131.0,0,16,34
SNVZ,3609.0,75.0,0,1,19
SNWA,3281.0,98.0,0,12,30
SNWB,2953.0,131.0,0,3,21
SNWC,3117.0,98.0,0,14,32
SNWD,2887.0,98.0,0,15,33
SNWE,2297.0,82.0,0,1,19
SNWF,3215.0,164.0,0,6,24
SNWG,2625.0,131.0,0,2,20
SNWH,3018.0,131.0,0,16,34
SNWI,2854.0,131.0,0,18,36
SNWJ,2953.0,148.0,0,17,35
SNWK,2625.0,131.0,0,15,33
SNWL,3117.0,131.0,0,14,32
SNWM,3281.0,98.0,0,03,21
SNWN,2625.0,98.0,0,09,27
SNWO,2953.0,98.0,0,9,27
SNWP,2297.0,98.0,0,10,28
SNWR,3117.0,66.0,0,17,35
SNWS,4921.0,98.0,0,8,26
SNWT,66.0,66.0,0,12,
SNWU,2887.0,131.0,0,4,22
SNWV,62.0,62.0,0,3,21
SNWW,79.0,79.0,0,18,27
SNWX,66.0,66.0,0,13,31
SNWZ,2297.0,98.0,0,13,31
SNXA,3937.0,66.0,0,17,35
SNXB,4921.0,98.0,0,9,27
SNXC,79.0,79.0,0,7,16
SNXD,2953.0,66.0,0,5,23
SNXE,1969.0,82.0,0,15,33
SNXF,1969.0,82.0,0,15,33
SNXG,4593.0,75.0,0,14,32
SNXH,4839.0,95.0,0,9,27
SNXI,4593.0,98.0,0,4,22
SNXJ,59.0,59.0,0,10,24
SNXK,3937.0,75.0,0,2,20
SNXL,4921.0,98.0,0,04,22
SNXM,3281.0,164.0,0,8,26
SNXN,3281.0,82.0,0,14,32
SNXO,1969.0,75.0,0,6,24
SNXP,59.0,59.0,0,23,32
SNXQ,4659.0,66.0,0,13,31
SNXR,2625.0,75.0,0,1,19
SNXS,1854.0,59.0,0,12,30
SNXU,66.0,66.0,0,21,30
SNXV,3117.0,82.0,0,16,34
SNXW,3937.0,328.0,0,8,26
SNXX,7218.0,98.0,0,16,34
SNXY,3937.0,66.0,0,5,23
SNYA,3937.0,98.0,0,5,23
SNYB,5906.0,98.0,0,3,21
SNYC,1969.0,66.0,0,6,24
SNYD,3609.0,82.0,0,9,27
SNYE,5709.0,98.0,0,9,27
SNYF,3937.0,98.0,0,11,29
SNYG,66.0,66.0,0,10,20
SNYH,4593.0,75.0,0,12,30
SNYI,2789.0,66.0,0,16,34
SNYJ,1476.0,59.0,0,17,35
SNYJ,1969.0,82.0,1,5,23
SNYK,66.0,66.0,0,18,23
SNYL,3150.0,56.0,0,7,25
SNYM,5085.0,79.0,0,18,36
SNYN,3117.0,59.0,0,18,36
SNYO,2625.0,66.0,0,14,32
SNYP,3150.0,59.0,0,12,30
SNYQ,1772.0,66.0,0,12,30
SNYR,3117.0,59.0,0,14,32
SNYS,4593.0,75.0,0,2,20
SNYT,4921.0,98.0,0,3,21
SNYU,5299.0,98.0,0,18,36
SNYV,3196.0,66.0,0,9,27
SNYW,2625.0,39.0,0,5,23
SNYX,1542.0,66.0,0,17,35
SNYY,59.0,59.0,0,31,
SNYZ,2297.0,59.0,0,16,34
SNZA,4199.0,98.0,0,1,19
SNZC,2953.0,98.0,0,2,20
SNZD,3281.0,131.0,0,14,32
SNZE,2297.0,59.0,0,13,31
SNZF,2625.0,59.0,0,8,26
SNZH,4593.0,98.0,0,7,25
SNZI,64.0,64.0,0,H1,H1
SNZK,5118.0,79.0,0,12,30
SNZL,2953.0,98.0,0,6,24
SNZM,66.0,66.0,0,13,31
SNZO,2625.0,66.0,0,14,32
SNZP,3609.0,79.0,0,12,30
SNZQ,1969.0,131.0,0,2,20
SNZR,4921.0,98.0,0,11,29
SNZS,69.0,69.0,0,2,11
SNZT,2953.0,66.0,0,5,23
SNZU,2854.0,66.0,0,11,29
SNZV,2461.0,82.0,0,7,25
SNZW,2789.0,66.0,0,9,27
SNZX,66.0,66.0,0,H1,H1
SNZY,2461.0,75.0,0,18,36
SNZZ,2625.0,59.0,0,13,31
SOCA,10486.0,148.0,0,08,26
SOOA,3935.0,49.0,0,07,25
SOOG,3937.0,49.0,0,04,22
SOOR,2625.0,49.0,0,06,24
SOOY,1640.0,67.0,0,11,29
SPAB,3600.0,75.0,0,18,36
SPAC,5249.0,,0,02,20
SPAS,6749.0,131.0,0,12,30
SPAY,4921.0,98.0,0,04,22
SPBC,5905.0,98.0,0,12,30
SPBR,4429.0,59.0,0,13,31
SPCL,9186.0,148.0,0,02,20
SPDR,6075.0,100.0,0,10,28
SPEE,3956.0,92.0,0,13,31
SPEO,5905.0,98.0,0,01,19
SPEP,5922.0,98.0,0,07,25
SPEQ,5905.0,98.0,0,06,24
SPGB,4921.0,98.0,0,17,35
SPGM,6890.0,98.0,0,01,19
SPGP,4219.0,145.0,0,05,23
SPHI,8266.0,148.0,0,01,19
SPHO,9186.0,148.0,0,02,20
SPHY,8202.0,98.0,0,03,21
SPHZ,10007.0,98.0,0,16,34
SPIM,11506.0,148.0,0,16L,34R
SPIM,11417.0,148.0,0,16R,34L
SPJA,6168.0,98.0,0,16,34
SPJE,7874.0,148.0,0,16,34
SPJI,6562.0,98.0,0,03,21
SPJJ,9220.0,148.0,0,13,31
SPJL,13779.0,150.0,0,12,30
SPJN,6562.0,148.0,0,15,33
SPJR,8201.0,148.0,0,16,34
SPLC,13064.0,160.0,0,17,35
SPLN,5915.0,98.0,0,10,28
SPLO,8202.0,148.0,0,12,30
SPLP,8019.0,150.0,0,02,20
SPME,8202.0,148.0,0,14,32
SPMF,5775.0,98.0,0,15,33
SPMS,5912.0,98.0,0,09,27
SPNC,8202.0,98.0,0,07,25
SPOL,3272.0,148.0,0,03,21
SPPY,6496.0,98.0,0,13,31
SPQT,8202.0,148.0,0,06,24
SPQU,9777.0,148.0,0,10,28
SPRM,3281.0,59.0,0,01,19
SPRU,9920.0,145.0,0,02,20
SPSO,9908.0,148.0,0,04,22
SPST,8530.0,148.0,0,17,35
SPTN,8202.0,148.0,0,02,20
SPTU,11482.0,148.0,0,01,19
SPUR,8202.0,148.0,0,01,19
SPYL,8038.0,148.0,0,17,35
SPZA,3355.0,65.0,0,07,25
SPZO,11146.0,148.0,0,10,28
SQD,7874.0,148.0,0,06,24
SQJ,8530.0,,0,06,24
SRV,2601.0,33.0,0,18,36
SS1,6000.0,500.0,0,04W,22W
SS1,3500.0,500.0,0,09W,27W
SSAA,64.0,64.0,0,H1,
SSAB,3937.0,59.0,0,5,23
SSAC,1969.0,62.0,0,13,31
SSAD,5906.0,75.0,0,11,29
SSAE,3281.0,59.0,0,6,24
SSAF,3281.0,98.0,0,14,32
SSAG,2953.0,66.0,0,10,28
SSAJ,2756.0,72.0,0,7,25
SSAK,2461.0,197.0,0,14,32
SSAK,2625.0,197.0,0,4,22
SSAM,3281.0,49.0,0,18,36
SSAN,3281.0,75.0,0,09,27
SSAP,4593.0,98.0,0,10,28
SSAQ,3543.0,115.0,0,15,33
SSAQ,3084.0,59.0,0,17,35
SSAR,2297.0,59.0,0,17,35
SSAU,2133.0,66.0,0,14,32
SSAV,3281.0,98.0,0,18,36
SSAW,2625.0,98.0,0,18,36
SSAY,3281.0,66.0,0,5,23
SSAZ,79.0,79.0,0,5,23
SSBA,2953.0,59.0,0,11,29
SSBB,4888.0,98.0,0,18,36
SSBC,3937.0,59.0,0,11,29
SSBD,2297.0,131.0,0,1,19
SSBE,3937.0,75.0,0,15,33
SSBF,3281.0,66.0,0,7,25
SSBG,3281.0,98.0,0,13,31
SSBH,2625.0,98.0,0,18,36
SSBJ,4331.0,59.0,0,16,34
SSBK,3707.0,131.0,0,1,19
SSBL,4590.0,98.0,0,18,36
SSBM,2297.0,98.0,0,1,19
SSBN,3618.0,75.0,0,9,27
SSBO,1969.0,82.0,0,10,28
SSBP,59.0,59.0,0,30,
SSBQ,2369.0,59.0,0,15,33
SSBR,4265.0,328.0,0,16,34
SSBS,3281.0,66.0,0,2,20
SSBT,3281.0,59.0,0,1,19
SSBU,2953.0,59.0,0,18,36
SSBV,4265.0,75.0,0,3,21
SSBW,1804.0,131.0,0,8,26
SSBX,2461.0,75.0,0,13,31
SSBY,4593.0,66.0,0,18,36
SSBZ,2625.0,98.0,0,4,22
SSCA,3937.0,75.0,0,8,26
SSCB,2789.0,66.0,0,12,30
SSCD,6562.0,98.0,0,5,23
SSCE,2100.0,164.0,0,1,19
SSCE,1969.0,164.0,0,15,27
SSCE,1870.0,164.0,0,9,27
SSCF,2953.0,98.0,0,12,30
SSCH,3609.0,75.0,0,9,27
SSCI,4265.0,75.0,0,2,20
SSCJ,2625.0,59.0,0,01,19
SSCK,4856.0,59.0,0,14,32
SSCL,2953.0,59.0,0,13,31
SSCM,3937.0,75.0,0,03,21
SSCN,4134.0,59.0,0,06,24
SSCO,2625.0,59.0,0,3,21
SSCP,4593.0,98.0,0,6,24
SSCQ,4921.0,98.0,0,02,20
SSCR,4593.0,98.0,0,1,19
SSCS,3609.0,66.0,0,17,35
SSCT,3937.0,75.0,0,4,22
SSCU,2953.0,66.0,0,6,24
SSCW,3281.0,82.0,0,4,22
SSCX,3281.0,98.0,0,17,35
SSCY,59.0,59.0,0,2,28
SSCZ,3619.0,131.0,0,3,21
SSDA,,,0,H1,
SSDB,3281.0,98.0,0,15,33
SSDC,4528.0,75.0,0,1,19
SSDD,89.0,89.0,0,H1,H1
SSDE,3937.0,66.0,0,18,36
SSDF,2297.0,115.0,0,3,21
SSDG,3281.0,59.0,0,16,34
SSDH,3281.0,98.0,0,16,34
SSDI,2953.0,59.0,0,16,34
SSDJ,1870.0,66.0,0,6,24
SSDK,4200.0,75.0,0,11,29
SSDL,3281.0,69.0,0,14,32
SSDM,2133.0,66.0,0,9,27
SSDN,2953.0,59.0,0,12,30
SSDO,6398.0,98.0,0,06,24
SSDP,3937.0,66.0,0,16,34
SSDQ,2297.0,66.0,0,4,22
SSDR,59.0,59.0,0,12,22
SSDS,3937.0,66.0,0,18,36
SSDT,3281.0,66.0,0,13,31
SSDU,3150.0,197.0,0,4,22
SSDV,3281.0,115.0,0,18,36
SSDW,4921.0,59.0,0,18,36
SSDX,1969.0,59.0,0,17,35
SSDY,3117.0,59.0,0,9,27
SSDZ,2625.0,98.0,0,17,35
SSEA,3435.0,59.0,0,03,21
SSEB,3904.0,98.0,0,13,31
SSEC,59.0,59.0,0,27,36
SSED,2592.0,66.0,0,6,24
SSEE,1870.0,59.0,0,6,24
SSEF,1969.0,66.0,0,2,20
SSEG,2297.0,98.0,0,9,27
SSEI,3606.0,131.0,0,17,35
SSEJ,59.0,59.0,0,17,35
SSEK,2625.0,98.0,0,6,24
SSEL,2625.0,98.0,0,6,24
SSEM,59.0,59.0,0,5,29
SSEN,66.0,66.0,0,9,23
SSEO,3281.0,164.0,0,16,34
SSEP,3740.0,59.0,0,14,32
SSEQ,2953.0,151.0,0,18,36
SSER,4199.0,98.0,0,14,32
SSES,1969.0,197.0,0,5,23
SSET,2625.0,59.0,0,14,32
SSEU,2953.0,59.0,0,2,20
SSEV,1969.0,115.0,0,7,25
SSEW,2625.0,59.0,0,15,33
SSEX,3937.0,85.0,0,4,22
SSEY,3281.0,98.0,0,8,26
SSEZ,2339.0,98.0,0,7,25
SSFA,5249.0,98.0,0,7,25
SSFB,4331.0,98.0,0,7,25
SSFD,3937.0,59.0,0,4,22
SSFE,3281.0,59.0,0,17,35
SSFF,2625.0,59.0,0,2,20
SSFG,3937.0,75.0,0,6,24
SSFH,2297.0,59.0,0,1,19
SSFI,6693.0,98.0,0,5,23
SSFJ,2756.0,59.0,0,3,21
SSFK,3346.0,98.0,0,4,22
SSFL,4921.0,82.0,0,11,29
SSFM,2789.0,66.0,0,4,22
SSFN,2625.0,75.0,0,4,22
SSFO,2625.0,75.0,0,3,21
SSFP,3281.0,79.0,0,15,33
SSFQ,3609.0,164.0,0,16,34
SSFR,5643.0,98.0,0,6,24
SSFU,2953.0,98.0,0,18,36
SSFV,3655.0,57.0,0,15,33
SSFW,3445.0,262.0,0,13,31
SSFX,2461.0,59.0,0,11,29
SSFY,85.0,85.0,0,1,10
SSGA,3937.0,98.0,0,14,32
SSGB,3248.0,59.0,0,1,19
SSGC,3937.0,75.0,0,1,19
SSGD,59.0,59.0,0,17,
SSGE,3340.0,66.0,0,6,24
SSGF,3445.0,59.0,0,2,20
SSGG,2297.0,59.0,0,2,20
SSGH,3445.0,164.0,0,10,28
SSGI,2953.0,75.0,0,11,29
SSGJ,3445.0,164.0,0,11,29
SSGK,3609.0,164.0,0,5,23
SSGL,2756.0,66.0,0,5,23
SSGM,2625.0,59.0,0,9,27
SSGN,3281.0,98.0,0,18,36
SSGO,3921.0,75.0,0,15,33
SSGP,2297.0,115.0,0,10,28
SSGQ,2953.0,131.0,0,7,25
SSGR,3609.0,75.0,0,12,30
SSGT,2953.0,82.0,0,14,32
SSGU,2690.0,131.0,0,6,24
SSGV,59.0,59.0,0,1,H1
SSGW,3281.0,59.0,0,5,23
SSGX,2953.0,66.0,0,1,19
SSGY,4265.0,98.0,0,08,26
SSGZ,3281.0,59.0,0,4,22
SSHA,3937.0,131.0,0,6,24
SSHB,2392.0,98.0,0,9,27
SSHC,1969.0,82.0,0,12,30
SSHD,2493.0,66.0,0,12,30
SSHE,5249.0,66.0,0,15,33
SSHF,2487.0,98.0,0,18,36
SSHG,3937.0,75.0,0,14,32
SSHH,59.0,59.0,0,12,32
SSHI,3117.0,79.0,0,2,20
SSHJ,2953.0,79.0,0,15,33
SSHK,4429.0,66.0,0,6,24
SSHL,2625.0,75.0,0,9,27
SSHM,59.0,59.0,0,9,27
SSHN,3281.0,59.0,0,10,28
SSHP,69.0,69.0,0,6,30
SSHQ,3281.0,131.0,0,11,29
SSHR,59.0,59.0,0,16,35
SSHS,59.0,59.0,0,1,10
SSHT,3937.0,59.0,0,14,32
SSHU,2297.0,66.0,0,12,30
SSHV,3773.0,98.0,0,11,29
SSHW,3281.0,59.0,0,18,36
SSHX,4167.0,59.0,0,18,36
SSHY,98.0,98.0,0,1,22
SSHZ,3445.0,59.0,0,15,33
SSIB,2625.0,66.0,0,13,31
SSIC,2461.0,75.0,0,1,19
SSID,4593.0,82.0,0,15,33
SSIE,4921.0,98.0,0,6,24
SSIF,4265.0,59.0,0,16,34
SSIG,2969.0,164.0,0,15,33
SSIH,3281.0,131.0,0,8,26
SSII,2133.0,98.0,0,18,36
SSIJ,4200.0,75.0,0,18,36
SSIM,1969.0,82.0,0,15,33
SSIO,2822.0,72.0,0,4,22
SSIP,2953.0,98.0,0,2,20
SSIQ,3169.0,75.0,0,15,33
SSIR,2493.0,82.0,0,9,27
SSIS,3281.0,79.0,0,18,36
SSIT,66.0,66.0,0,18,27
SSIU,1969.0,98.0,0,11,29
SSIV,3609.0,98.0,0,3,21
SSIW,1640.0,75.0,0,1,19
SSIX,3281.0,59.0,0,01,19
SSIY,2953.0,59.0,0,02,20
SSIZ,62.0,62.0,0,17,
SSJA,4396.0,99.0,0,15,33
SSJB,2625.0,59.0,0,3,21
SSJC,2297.0,66.0,0,6,24
SSJD,59.0,59.0,0,4,H1
SSJE,4101.0,98.0,0,14,32
SSJF,82.0,82.0,0,23,32
SSJG,2297.0,59.0,0,2,20
SSJH,3510.0,75.0,0,8,26
SSJI,3117.0,59.0,0,18,36
SSJJ,2559.0,75.0,0,4,22
SSJK,3904.0,98.0,0,11,29
SSJL,2887.0,75.0,0,5,23
SSJM,4921.0,75.0,0,5,23
SSJO,2165.0,59.0,0,2,20
SSJP,1969.0,59.0,0,7,25
SSJQ,4265.0,82.0,0,11,29
SSJR,3937.0,148.0,0,8,26
SSJS,72.0,72.0,0,13,26
SSJT,3281.0,98.0,0,17,35
SSJU,2625.0,131.0,0,7,25
SSJV,2165.0,59.0,0,2,20
SSJW,2461.0,59.0,0,14,32
SSJX,2953.0,59.0,0,16,34
SSJY,2165.0,59.0,0,3,21
SSJZ,2822.0,131.0,0,1,19
SSKA,1969.0,75.0,0,1,19
SSKB,2461.0,75.0,0,15,33
SSKC,1969.0,59.0,0,13,31
SSKD,3668.0,98.0,0,15,33
SSKE,2461.0,98.0,0,2,20
SSKF,3281.0,98.0,0,18,36
SSKG,3609.0,75.0,0,6,24
SSKH,2625.0,98.0,0,8,26
SSKI,2953.0,75.0,0,11,29
SSKJ,3609.0,75.0,0,16,34
SSKK,2297.0,89.0,0,8,26
SSKL,2625.0,66.0,0,3,21
SSKM,4495.0,98.0,0,02,20
SSKN,3346.0,98.0,0,9,27
SSKO,2641.0,72.0,0,13,31
SSKP,2533.0,62.0,0,2,20
SSKQ,3281.0,115.0,0,3,21
SSKR,2953.0,62.0,0,6,24
SSKS,3346.0,59.0,0,12,30
SSKT,2953.0,59.0,0,3,21
SSKU,3281.0,98.0,0,10,28
SSKV,2133.0,66.0,0,5,23
SSKW,6890.0,148.0,0,15,35
SSKX,3773.0,82.0,0,17,35
SSKY,3937.0,66.0,0,15,33
SSKZ,5118.0,98.0,0,11,29
SSLA,4921.0,75.0,0,4,22
SSLB,1837.0,66.0,0,7,25
SSLC,2953.0,75.0,0,2,20
SSLD,2625.0,75.0,0,2,20
SSLE,79.0,79.0,0,H1,H1
SSLF,2625.0,59.0,0,1,19
SSLG,3937.0,197.0,0,6,24
SSLH,69.0,69.0,0,H1,H1
SSLI,2625.0,66.0,0,06,24
SSLJ,3281.0,66.0,0,1,19
SSLK,3281.0,59.0,0,4,22
SSLL,2625.0,98.0,0,17,35
SSLN,3609.0,75.0,0,7,25
SSLO,3609.0,75.0,0,5,23
SSLP,3281.0,98.0,0,1,19
SSLQ,3281.0,98.0,0,16,34
SSLR,2133.0,66.0,0,2,20
SSLS,3937.0,98.0,0,7,25
SSLT,3937.0,59.0,0,15,33
SSLU,2297.0,115.0,0,17,35
SSLV,62.0,62.0,0,15,33
SSLW,1969.0,118.0,0,1,19
SSLX,3281.0,82.0,0,2,20
SSLY,59.0,59.0,0,17,26
SSLZ,3281.0,82.0,0,1,19
SSMA,1772.0,59.0,0,09,27
SSMC,2953.0,98.0,0,16,34
SSMD,3937.0,59.0,0,13,31
SSME,3281.0,98.0,0,2,20
SSMF,3018.0,328.0,0,6,24
SSMG,69.0,69.0,0,13,
SSMH,1969.0,75.0,0,16,34
SSMI,2953.0,75.0,0,6,24
SSMJ,2625.0,98.0,0,1,19
SSMK,1312.0,59.0,0,9,27
SSML,2625.0,66.0,0,9,27
SSMN,3117.0,59.0,0,12,30
SSMP,2297.0,59.0,0,6,24
SSMQ,66.0,66.0,0,2,30
SSMR,3937.0,98.0,0,17,35
SSMS,3281.0,98.0,0,18,36
SSMT,3199.0,59.0,0,5,23
SSMU,59.0,59.0,0,19,
SSMV,2592.0,59.0,0,16,34
SSMW,1969.0,59.0,0,1,19
SSMX,2116.0,59.0,0,12,30
SSMY,3281.0,59.0,0,2,20
SSMZ,3937.0,66.0,0,16,34
SSNA,3609.0,75.0,0,6,24
SSNB,3937.0,75.0,0,9,27
SSND,4593.0,66.0,0,1,19
SSNE,1509.0,59.0,0,3,21
SSNF,2165.0,59.0,0,17,35
SSNG,3018.0,75.0,0,13,31
SSNH,3937.0,262.0,0,2,20
SSNI,3281.0,98.0,0,3,21
SSNJ,3615.0,164.0,0,16,34
SSNK,3445.0,72.0,0,3,21
SSNL,3937.0,66.0,0,9,27
SSNM,3937.0,59.0,0,02,20
SSNN,3609.0,197.0,0,11,29
SSNO,3445.0,98.0,0,2,20
SSNP,3281.0,98.0,0,13,31
SSNQ,3937.0,131.0,0,18,36
SSNR,3281.0,98.0,0,18,36
SSNS,4921.0,98.0,0,13,31
SSNT,2625.0,59.0,0,16,34
SSNU,2953.0,98.0,0,11,29
SSNV,1804.0,66.0,0,3,21
SSNW,4593.0,75.0,0,13,31
SSNX,69.0,69.0,0,7,19
SSNY,3937.0,66.0,0,4,22
SSOA,66.0,66.0,0,4,22
SSOC,2789.0,66.0,0,8,26
SSOD,3215.0,66.0,0,14,32
SSOE,4134.0,59.0,0,17,35
SSOF,2559.0,66.0,0,3,21
SSOG,3937.0,75.0,0,15,33
SSOH,66.0,66.0,0,14,33
SSOI,3822.0,82.0,0,15,33
SSOJ,2953.0,98.0,0,9,27
SSOK,3084.0,59.0,0,10,28
SSOL,4921.0,98.0,0,5,23
SSOM,59.0,59.0,0,9,18
SSON,2297.0,82.0,0,11,29
SSOO,2133.0,98.0,0,7,25
SSOP,4265.0,98.0,0,3,21
SSOQ,3150.0,197.0,0,9,27
SSOR,1969.0,59.0,0,15,33
SSOS,3281.0,131.0,0,10,28
SSOT,5577.0,75.0,0,1,19
SSOU,3937.0,131.0,0,13,31
SSOV,2953.0,82.0,0,5,23
SSOW,3281.0,66.0,0,4,22
SSOX,66.0,66.0,0,24,
SSOY,2625.0,59.0,0,8,26
SSOZ,62.0,62.0,0,27,
SSPA,3694.0,59.0,0,09,27
SSPB,5318.0,98.0,0,07,25
SSPC,4593.0,98.0,0,8,26
SSPD,3937.0,66.0,0,8,26
SSPE,3281.0,66.0,0,8,26
SSPF,1969.0,59.0,0,5,23
SSPG,4774.0,98.0,0,6,24
SSPI,4921.0,98.0,0,12,30
SSPJ,2625.0,66.0,0,18,36
SSPK,3937.0,98.0,0,15,33
SSPL,3281.0,59.0,0,5,23
SSPM,4265.0,75.0,0,18,36
SSPN,4331.0,75.0,0,14,32
SSPO,2428.0,66.0,0,4,22
SSPP,3281.0,98.0,0,7,25
SSPQ,3609.0,75.0,0,17,35
SSPR,2953.0,59.0,0,01,19
SSPS,3609.0,98.0,0,2,20
SSPT,3937.0,59.0,0,3,21
SSPV,3937.0,59.0,0,16,34
SSPX,2953.0,75.0,0,2,20
SSPY,2953.0,98.0,0,1,19
SSQA,3937.0,75.0,0,16,34
SSQB,2953.0,59.0,0,13,31
SSQC,3937.0,75.0,0,10,28
SSQD,69.0,69.0,0,21,30
SSQE,59.0,59.0,0,7,16
SSQF,3281.0,75.0,0,12,30
SSQG,59.0,59.0,0,21,35
SSQH,69.0,69.0,0,26,
SSQI,2756.0,66.0,0,10,28
SSQJ,59.0,59.0,0,25,
SSQK,79.0,79.0,0,9,29
SSQL,2625.0,98.0,0,9,27
SSQM,4265.0,92.0,0,11,29
SSQN,3281.0,89.0,0,15,33
SSQO,1969.0,98.0,0,9,27
SSQP,3281.0,98.0,0,17,35
SSQQ,75.0,75.0,0,18,36
SSQR,3281.0,66.0,0,09,27
SSQS,5249.0,82.0,0,09,27
SSQT,4659.0,98.0,0,05,23
SSQU,1969.0,59.0,0,10,28
SSQV,62.0,62.0,0,10,28
SSQW,69.0,69.0,0,8,26
SSQX,69.0,69.0,0,17,
SSQY,69.0,69.0,0,3,20
SSQZ,4265.0,98.0,0,10,28
SSRA,3904.0,66.0,0,1,19
SSRB,2625.0,89.0,0,17,35
SSRC,3281.0,59.0,0,4,22
SSRD,2493.0,49.0,0,18,36
SSRE,3937.0,59.0,0,6,24
SSRF,4265.0,69.0,0,13,31
SSRG,2297.0,66.0,0,11,29
SSRH,2953.0,59.0,0,02,20
SSRI,2789.0,82.0,0,18,36
SSRJ,3937.0,82.0,0,3,21
SSRK,4921.0,69.0,0,11,29
SSRL,3937.0,131.0,0,16,34
SSRM,2789.0,98.0,0,15,33
SSRN,3609.0,62.0,0,11,29
SSRO,1969.0,66.0,0,2,20
SSRP,66.0,66.0,1,18,36
SSRQ,2625.0,82.0,0,8,26
SSRS,1969.0,59.0,0,02,20
SSRT,2133.0,52.0,0,10,28
SSRU,3609.0,59.0,0,3,21
SSRV,66.0,66.0,0,11,
SSRW,2444.0,59.0,0,13,31
SSRX,3937.0,98.0,0,13,31
SSRY,1969.0,98.0,0,10,28
SSRZ,3281.0,66.0,0,10,28
SSSA,3281.0,66.0,0,1,19
SSSB,4921.0,98.0,0,07,25
SSSB,2297.0,59.0,0,14,32
SSSC,3871.0,59.0,0,8,26
SSSD,4265.0,197.0,0,16,34
SSSE,59.0,59.0,0,12,32
SSSF,3609.0,59.0,0,12,30
SSSG,3281.0,328.0,0,4,22
SSSH,2297.0,59.0,0,7,25
SSSI,4921.0,66.0,0,12,30
SSSN,82.0,82.0,0,5,23
SSSO,2133.0,66.0,0,15,33
SSSP,3921.0,72.0,0,10,28
SSSQ,3445.0,98.0,0,17,35
